latitude,longitude,confidence,frp
-14.1263,143.4363,60,16.8
-14.1276,143.4456,100,85.7
-14.129,143.455,86,27.8
-14.134,143.4256,86,28
-14.1353,143.435,68,18.3
-14.1417,143.4149,91,41.8
-14.143,143.4243,71,11.7
-12.5695,132.3639,51,37.6
-12.6863,132.5073,52,47.3
-12.688,132.5011,57,49.8
-14.9518,144.867,58,9.6
-15.3797,142.3772,72,11.3
-14.6058,133.1952,50,52.7
-14.5832,131.5062,95,506.4
-16.2965,136.9399,41,31.8
-16.285,136.942,95,112.5
-16.2823,136.9262,60,21.1
-15.792,137.0863,57,27.4
-16.5521,141.8996,76,16
-16.4889,141.6612,61,8.9
-16.4799,141.6627,87,31.7
-16.4785,141.6533,77,18.1
-16.4728,141.6159,68,12
-15.7156,137.0405,64,17.8
-15.7041,137.0426,78,36.5
-15.6925,137.0448,47,17.3
-15.6034,136.5275,52,23.8
-15.5734,136.569,79,44.6
-14.6334,131.5766,90,352.4
-14.625,131.5348,85,248.4
-14.6073,131.5379,77,198.8
-14.5987,131.4956,84,256.5
-14.5809,131.4989,92,408
-14.5722,131.4556,77,153.9
-15.5693,136.5765,63,28.4
-15.5664,136.5591,77,37.6
-14.6351,131.5842,86,255.6
-14.6269,131.542,90,346
-14.6092,131.5452,79,166
-14.6009,131.5027,75,152
-16.7082,145.2804,76,23
-14.5406,131.4753,44,57.1
-14.5391,131.4701,41,56.6
-14.5747,131.463,87,289.7
-14.5985,133.1895,64,49.7
-14.6143,133.1865,42,32.3
-14.6203,133.2183,48,34.4
-16.6917,145.2287,51,9.3
-16.7081,145.2747,67,14.4
-16.7097,145.2866,75,22.2
-20.2887,145.5239,40,7.2
-19.5989,146.3201,68,12.5
-19.5696,146.5516,60,13.5
-19.5219,146.5416,27,8.2
-16.3879,136.8672,78,33.7
-16.3852,136.8512,85,56.3
-16.3677,136.8875,68,17.2
-16.3788,137.0063,63,15
-16.3337,136.9495,32,26.1
-16.3223,136.9516,28,21.4
-16.3108,136.9537,37,24.9
-16.2993,136.9558,27,29.1
-20.2994,145.5219,18,6.2
-20.7353,139.4796,62,7.1
-16.8828,123.0953,92,108.6
-16.8949,123.0939,59,20
-16.9314,123.0894,79,44
-16.9414,123.0701,91,97.7
-16.7577,122.8587,0,15.7
-16.9435,123.0879,87,75
-16.7459,122.8602,58,32.8
-16.2011,126.1361,29,37.3
-16.9535,123.0687,80,47.8
-16.9557,123.0865,65,22.8
-16.9999,122.4356,60,23.7
-17.0487,122.8495,54,13.4
-17.0507,122.8666,71,27.3
-16.8909,123.1001,52,26.1
-16.8807,123.0775,85,68.8
-16.7536,122.8699,65,29.3
-16.7969,122.7277,49,15.4
-16.8766,123.0836,94,127.9
-16.8788,123.1014,57,36.7
-16.8887,123.0823,51,25.1
-17.9449,122.2213,0,46.5
-18.8661,121.6411,68,24
-20.5998,116.7818,46,5
-20.6928,117.8816,57,7.4
-20.6943,117.8916,78,17.2
-31.7273,116.0469,62,8.3
-31.7307,116.0405,51,6.2
-34.4602,150.8817,0,12.1
-29.3244,153.0549,100,280
-32.2062,146.7364,69,44.9
-31.6744,152.093,55,10.7
-31.6721,152.0276,54,7.8
-32.2021,146.7312,63,48.3
-31.4931,152.4892,59,19.1
-31.3168,152.593,93,56.3
-31.1484,152.9732,51,40.1
-31.1375,152.983,44,42.3
-31.139,152.9716,82,62.4
-31.1405,152.9602,100,118.4
-31.1325,152.9471,75,24
-31.0401,152.6419,72,40.9
-31.0359,152.6474,81,21.7
-31.0373,152.6359,82,23.6
-30.9489,152.3745,25,11.9
-30.9018,152.4388,94,136.2
-30.9062,152.4029,89,40.8
-30.8966,152.4014,93,54
-30.8842,152.4232,64,40.4
-30.8805,152.4291,78,18.4
-30.882,152.4174,85,31.3
-30.6201,152.2346,72,15.3
-30.0364,152.7784,75,15
-30.0378,152.7672,70,11.5
-29.9637,152.8501,75,16
-29.9487,152.8927,34,11
-29.9393,152.8911,42,13.5
-29.9072,152.9191,88,33.1
-29.9086,152.9082,100,103.8
-29.9025,152.9129,100,189.8
-29.904,152.9019,98,77.4
-29.8932,152.9113,68,7.8
-29.8947,152.9002,71,9.2
-29.8242,152.7341,53,10.4
-29.8257,152.7227,75,17.8
-29.8098,152.5478,32,5.6
-29.7952,152.5112,70,10.6
-29.7494,152.721,86,27.5
-29.7438,152.726,25,11.7
-29.7251,152.7226,53,12.8
-29.7266,152.7115,85,25.8
-29.7294,152.5407,49,5.2
-29.5985,152.8415,78,33.1
-29.5906,152.8289,89,34.2
-29.5827,152.8162,33,14.2
-29.572,152.8257,88,37.3
-29.5734,152.8147,53,22
-29.4165,152.8319,68,8.2
-29.3842,152.7138,47,6.4
-29.3783,152.7187,78,14.6
-29.3258,153.0441,100,165.9
-29.3273,153.0333,49,7.1
-29.3545,152.8274,100,96.4
-29.356,152.8163,94,55.2
-29.3574,152.805,48,6.7
-29.3137,153.0641,33,6.5
-29.3152,153.0533,100,380.3
-29.3166,153.0424,100,184.5
-29.318,153.0316,97,67.3
-29.3438,152.8365,81,19.3
-29.3452,152.8258,94,54.8
-29.3467,152.8147,62,25.2
-29.3345,152.835,66,23
-29.3359,152.8242,99,85.5
-29.3281,152.8116,24,8.9
-29.1448,152.8123,81,19.7
-29.1462,152.8013,64,6.5
-29.0755,152.6371,94,54.7
-29.0769,152.6261,100,165
-29.0783,152.6151,94,54.6
-29.0798,152.6039,62,5.2
-29.0676,152.6243,93,50.1
-29.069,152.6133,87,30.1
-28.768,152.4034,66,11.4
-28.6236,152.5204,65,11
-25.1482,151.8401,22,4.8
-27.9523,153.2906,75,23.1
-27.6062,152.7298,66,5.3
-27.6076,152.7193,72,8.4
-27.3827,152.9575,50,3.5
-27.1211,150.8792,52,18.1
-27.1127,150.8654,78,20.4
-26.2527,151.0097,84,30.2
-26.2542,150.9978,71,14.2
-26.1778,151.1101,33,5.5
-26.171,151.0854,44,6.5
-25.6,152.8434,51,6.2
-25.5909,152.8419,100,135.8
-25.5923,152.8318,100,162.1
-25.5414,152.8644,75,103.3
-25.5428,152.8543,54,6.1
-25.5324,152.8628,84,37.4
-25.5338,152.8528,63,7.5
-25.1575,151.8415,65,9.2
-28.4346,152.8516,72,14.7
-28.4254,152.8497,68,14.6
-28.421,152.5965,68,8.2
-28.1665,153.2027,79,16.5
-28.1678,153.1926,77,15.3
-28.5486,149.8291,58,12
-28.5502,149.8142,56,8.8
-28.5452,149.8218,75,17.5
-28.2629,151.4207,85,30.6
-28.2644,151.4086,64,15.5
-27.9909,153.2127,51,5.1
-27.9705,153.2939,68,14.4
-27.9614,153.2923,79,17.3
-24.9277,151.0172,65,12.6
-22.6916,150.4554,95,70.3
-22.6931,150.4442,92,54.2
-22.682,150.4539,93,57.6
-22.6835,150.4427,80,24.6
-22.4877,148.9093,84,35.9
-22.4893,148.896,71,12.4
-24.9434,151.0037,37,14.4
-20.3065,145.52,57,20.9
-20.2934,145.5185,89,112.9
-20.2958,145.4957,41,20.2
-20.2929,145.5326,71,35.3
-20.2953,145.5109,81,66.1
-19.6041,146.5707,48,28.5
-19.5922,146.5688,76,42.5
-18.6873,145.9528,43,11.7
-19.6084,146.3197,57,14.3
-20.6823,148.6446,66,14.3
-16.5666,141.7856,59,40.3
-16.7206,142.0591,87,190.4
-16.7453,142.0575,80,124.1
-16.7292,142.0558,95,358.1
-16.6104,142.1714,34,36
-16.5944,142.1696,87,177.5
-16.5791,141.9979,67,55.4
-16.5498,142.1312,79,114.3
-16.5796,141.8227,81,127.9
-16.5829,141.7874,83,157.9
-16.5338,142.1294,71,85.8
-16.5632,141.8209,15,32.8
-16.7367,142.0609,90,232.4
-16.5541,142.1608,34,44.2
-16.5576,142.1275,77,88.5
-16.5717,141.9927,59,34.9
-16.5896,141.8194,69,61.6
-16.5933,141.7841,65,53.4
-16.5382,142.159,36,41.3
-16.5416,142.1258,81,112.4
-16.5733,141.8177,86,179.7
-16.5769,141.7824,78,111
-16.5173,141.8824,70,62.2
-14.9553,144.857,36,17.5
-16.7135,145.2748,23,18.8
-16.6926,145.2336,54,29.1
-16.6948,145.2133,68,30.5
-16.6915,145.2262,63,44.4
-16.7528,142.0627,72,77.1
-14.134,143.4442,54,21.5
-14.1447,143.4036,15,25
-14.1368,143.4201,69,40
-13.7931,143.003,51,27
-12.5144,141.8916,62,43.9
-12.5177,141.8848,55,35.2
-26.475,126.0761,47,5.4
-16.3745,136.8473,42,92.6
-16.2794,136.9822,74,116.2
-16.2553,137.0165,42,86.1
-20.6993,117.864,64,61.4
-16.2509,137.0079,74,115.5
-16.2582,136.9699,70,109.3
-16.2627,136.9787,84,188.9
-20.6928,117.8588,51,42.1
-18.8656,121.6313,33,18.1
-16.3775,136.9764,66,84.1
-16.3894,136.971,75,103.7
-16.332,136.9981,46,66.4
-16.2818,136.9877,68,99.7
-14.6273,133.1789,77,63.2
-12.8718,134.3295,55,35.4
-13.7042,130.3448,50,14.3
-14.3545,126.6651,70,11
-14.3635,126.6665,95,51.9
-14.3621,126.6758,76,17.4
-13.7536,131.0399,64,22.9
-13.7511,131.0551,59,23.9
-13.2029,134.6149,33,27.7
-13.958,130.6397,42,12
-14.056,130.6775,83,39.3
-14.0536,130.6918,58,17.6
-14.0646,130.6937,75,24.4
-14.2101,129.9937,78,29.3
-14.2081,130.0064,76,26.7
-14.2627,129.8616,21,11.6
-14.2581,129.8664,43,13.6
-14.3055,130.7673,55,12.2
-14.3368,130.7141,57,20.2
-14.3345,130.7281,50,14
-14.3632,130.6899,37,12.2
-14.3609,130.7041,87,57.1
-14.3694,130.7204,88,59.5
-14.5644,130.6529,76,26.1
-14.5622,130.6667,84,42.6
-14.6711,130.7058,63,18.3
-14.6746,130.6978,42,19.4
-14.6067,131.5225,39,19
-14.604,131.5385,67,23.4
-14.4076,132.9414,53,34.7
-14.6417,131.5849,46,23.3
-14.4099,132.9283,57,32.8
-14.4063,132.9486,43,23.1
-14.4227,132.9307,94,159.1
-14.4192,132.9511,28,23.5
-15.6024,130.6397,63,18.9
-15.6141,130.5932,61,16.1
-16.7567,122.8503,0,13.4
-16.755,122.8636,65,17.1
-15.6777,130.5361,43,11.5
-16.8069,122.7078,56,13.5
-16.8052,122.7213,62,16.6
-17.054,122.8418,80,33.2
-17.0556,122.8285,46,15
-17.0433,122.8404,40,13.5
-16.9469,123.0475,96,85
-16.9485,123.0346,88,48.6
-16.9381,123.0332,100,119.2
-16.9397,123.0203,79,30.1
-16.926,123.0447,51,26.4
-16.9276,123.0318,100,188.6
-16.9292,123.0189,96,92.8
-16.9308,123.0059,82,36.4
-16.9171,123.0304,100,185.2
-16.9187,123.0175,100,519.4
-16.9203,123.0045,99,116.6
-16.8882,123.0918,31,28.2
-16.893,123.0534,20,31.3
-16.8794,123.0777,99,108.6
-16.883,123.0855,90,58.3
-16.8726,123.0842,68,20.1
-16.8742,123.0714,100,165.5
-16.8759,123.0585,92,68.9
-15.5913,131.4194,52,16.8
-15.5801,131.4173,63,19.7
-15.5783,131.4256,49,18.5
-16.1857,126.1345,58,15
-16.2092,126.0327,71,14.9
-16.2085,126.1061,49,10.2
-16.2072,126.1154,89,33.3
-16.2058,126.1248,92,39.7
-16.2175,126.1074,87,32.6
-16.2162,126.1168,100,307.8
-16.2149,126.1262,100,175.7
-15.5143,130.7766,67,20.4
-15.5121,130.7899,88,54.9
-15.5099,130.8032,82,37.3
-15.5598,130.7004,59,15
-15.5575,130.7145,66,15.4
-15.5727,130.6886,82,38
-15.6108,130.587,59,13
-12.1262,134.7426,36,42
-12.5762,132.3565,60,29.5
-12.1201,134.7462,21,35.2
-12.5741,132.3612,45,23
-12.5869,132.3636,84,73.2
-12.8033,132.956,63,35.9
-13.0318,131.6653,55,22.5
-12.8166,132.9585,45,27.5
-12.685,134.08,19,27.2
-14.4356,132.9331,49,35.2
-14.5793,133.1649,84,80.8
-15.1492,129.8128,96,82.8
-15.1474,129.8243,67,17.8
-14.5924,133.1673,100,330.3
-14.609,133.1491,48,58.2
-14.6185,133.1722,58,53.1
-14.6244,133.2172,69,45.1
-15.4465,128.1301,67,9.3
-15.4516,128.1365,62,14.7
-15.4653,128.1087,58,18.1
-15.4638,128.1185,23,7
-12.666,135.2142,58,58.5
-15.2708,130.4086,72,20.9
-15.2768,130.4022,72,19.9
-16.0237,126.1133,57,8.1
-15.3819,130.867,46,19.6
-16.1213,126.1342,63,8.2
-16.147,126.1477,44,6.2
-15.4394,130.8691,35,12.3
-15.4501,130.8714,42,13.9
-15.4252,131.0248,100,149.4
-15.4228,131.0395,88,58
-16.1767,126.1331,80,18.2
-15.436,131.0273,92,80.7
-15.4337,131.0416,97,110.2
-15.4315,131.0554,80,42.4
-11.4085,130.7435,55,17.4
-12.5704,132.0004,39,22.9
-11.406,130.3342,77,22.4
-11.3997,130.872,80,34.7
-11.4646,130.8242,56,23.6
-11.471,130.8579,86,53.4
-11.4684,130.8741,34,26.9
-11.6194,130.4333,50,23.3
-12.4353,131.0746,63,16.6
-12.5465,130.607,48,14
-12.5323,130.9141,11,17.4
-12.5069,131.2768,55,23
-12.6443,131.2892,81,47.8
-12.6416,131.3056,79,43.3
-12.656,131.2913,97,142.8
-12.6534,131.3077,80,44.4
-12.6395,131.2955,84,58.7
-12.6512,131.2975,61,27.3
-12.2662,133.5232,40,24.1
-12.6657,131.2832,99,154.8
-12.663,131.2995,100,221.4
-12.5735,131.9819,80,54.2
-41.0804,147.6765,63,12.7
-37.1879,149.9026,28,7.4
-29.0703,152.6301,99,44.1
-31.313,152.5987,100,86
-31.3099,152.6091,100,44.1
-31.3129,152.5928,100,59
-32.197,146.7355,51,9.9
-31.0484,152.6475,58,17.4
-30.9407,152.7877,64,20.2
-30.8988,152.3938,45,30.2
-30.8847,152.4081,40,30.2
-30.8953,152.4037,63,38.3
-30.8814,152.4176,34,14.9
-30.8844,152.4014,69,24.3
-29.969,152.8453,58,19.4
-29.9194,152.9815,100,73.2
-29.9045,152.9964,27,16.5
-29.9078,152.9786,100,149.2
-29.9112,152.9608,96,115.7
-29.9146,152.943,65,61.8
-29.7468,152.7226,18,13.9
-29.7354,152.72,100,64.9
-29.724,152.7171,52,20
-29.5651,152.8297,45,18.5
-29.5685,152.8119,52,19.4
-29.3205,153.076,72,24.6
-29.324,153.058,94,41.8
-29.3087,153.0734,100,86.2
-29.3122,153.0552,100,59.8
-29.3576,152.8184,70,22.5
-29.3461,152.8153,19,15.1
-29.1667,152.9102,71,33.1
-29.1702,152.8921,100,67.5
-29.1737,152.874,48,17.3
-29.1446,152.9621,20,14.3
-29.1481,152.9438,100,198.9
-29.1516,152.9256,100,56.5
-29.1551,152.9073,100,51.2
-29.1585,152.8892,100,96.3
-29.1364,152.9408,39,16
-29.1423,152.8469,100,100.7
-29.1458,152.8287,100,78.3
-29.1478,152.8414,100,94.8
-29.1511,152.8234,50,17
-29.074,152.6552,85,34.5
-29.0774,152.6374,100,88.5
-29.0808,152.62,100,51.7
-29.0818,152.6329,100,48.8
-29.085,152.6156,71,22.8
-29.067,152.6478,100,82.8
-29.0736,152.6125,38,16.3
-28.2615,151.4152,43,16.2
-22.676,150.4569,33,19
-25.1427,151.8447,59,18.5
-22.6845,150.4752,16,15.1
-22.6732,150.4729,13,16
-19.0722,146.4064,86,14.4
-20.3005,145.5337,61,7.9
-19.0738,146.396,70,9.7
-16.7386,142.0526,63,11
-16.3656,136.9492,77,34.7
-16.3621,136.9552,66,28.2
-16.3753,136.9568,58,24.1
-16.46,141.6471,54,5.9
-16.4768,141.8815,98,19.3
-16.4862,141.8828,88,14
-16.4807,141.9237,44,5.2
-16.4922,141.8796,78,9.9
-16.4962,141.9218,39,7.7
-16.5257,141.9158,12,5.1
-16.5443,141.9911,93,15.1
-16.5537,141.9925,72,9.2
-16.5359,142.1236,93,16.2
-16.563,141.9939,63,11.7
-16.5452,142.1249,84,12.3
-16.5518,142.1216,82,10.9
-16.5786,141.9917,46,5.5
-16.5745,142.0222,32,3.9
-16.6116,142.1713,60,6.1
-16.6102,142.1813,56,5.5
-16.6798,142.0646,85,12.1
-16.7199,142.0498,100,23.6
-16.7185,142.0599,18,8.4
-16.7529,142.0605,15,4.8
-14.37,141.6404,13,4.3
-14.3714,141.6305,33,4.3
-13.8313,143.0716,41,5.6
-12.8978,132.576,33,31.2
-29.17,152.9102,66,32.4
-29.1652,152.8868,88,50.3
-29.3086,153.062,84,45
-29.1425,152.8438,100,80.1
-29.1521,152.8904,19,21
-29.1569,152.9137,100,100.8
-29.0712,152.6357,68,37
-29.1356,152.9439,99,69
-29.1404,152.967,95,62.5
-29.3525,152.8263,78,42.4
-29.3219,153.0756,30,27.5
-29.3171,153.0524,30,26.7
-29.309,153.0789,53,45
-29.3215,153.0587,76,37.9
-29.3133,153.0854,75,36.5
-29.1535,152.9636,90,52.5
-29.1487,152.9403,100,80.6
-29.7349,152.7437,13,26.7
-29.3539,152.8445,20,24.3
-29.3491,152.8217,79,45.2
-29.9002,152.9753,100,778.4
-29.8956,152.9529,100,119.8
-29.7319,152.7395,78,42.4
-29.727,152.7161,38,24.4
-29.7301,152.72,37,34.4
-29.913,152.972,98,60.6
-29.9084,152.9495,79,37.1
-29.9048,152.9978,100,351.5
-29.9176,152.9944,60,37.6
-31.0443,152.6505,80,42
-31.2999,152.6055,84,43.8
-31.3125,152.6019,58,28.4
-30.8671,121.4942,47,8.9
-16.9589,123.0622,58,11.6
-16.9557,123.0548,60,15
-16.8691,123.0858,54,9
-16.9026,123.0123,71,13.3
-14.6716,131.678,85,43.9
-14.6351,131.6349,80,41
-14.6394,131.6593,68,29.1
-14.649,131.632,99,70.2
-14.6534,131.6565,100,129.3
-14.6576,131.6807,95,61.1
-14.6673,131.6537,96,63.4
-14.6358,131.6044,40,17.4
-14.6403,131.6289,99,72.4
-14.6448,131.6534,100,124.5
-14.6588,131.6505,89,51.2
-14.6632,131.6747,100,105.3
-14.6727,131.6478,83,42.2
-14.6772,131.6721,86,47.5
-16.515,141.874,18,8
-16.5165,141.8854,89,16.9
-16.5264,141.8841,71,19.5
-16.5363,141.8827,54,12
-16.5374,141.8875,65,11
-16.7011,142.0476,43,9.8
-16.2868,136.9579,51,7.5
-16.3542,136.9573,100,48.3
-16.3558,136.9675,12,7.5
-16.3636,136.9557,47,14.1
-16.3652,136.966,33,11.9
-15.4153,131.0247,9,15.5
-15.4346,131.0484,50,21.5
-15.5136,130.8059,58,27.6
-15.512,130.7984,33,18.7
-15.5171,130.825,55,25.3
-15.5651,130.6748,48,23.2
-15.5657,130.6698,49,23.5
-25.1358,151.8467,32,5.8
-22.6924,150.4582,31,13.8
-23.8248,147.1569,64,17.2
-23.829,147.1788,72,31.3
-23.8259,147.1725,77,43.8
-25.1376,151.8576,74,13
-28.4299,152.8579,35,5.5
-28.2629,151.4193,80,18.7
-28.5438,149.8265,60,6.6
-29.071,152.6504,71,19.9
-29.1377,152.8487,82,19.8
-29.0785,152.6384,90,36.6
-29.1454,152.9632,55,26.3
-29.1408,152.9324,38,15
-29.1364,152.9649,51,16.8
-29.08,152.6487,58,18.6
-29.1362,152.8385,15,4.7
-25.5987,152.8382,82,22.2
-25.6002,152.8484,56,5.6
-26.2425,150.9795,44,5.6
-26.2463,151.0027,56,6.7
-27.3159,152.9798,31,2.2
-28.1595,153.2049,72,12
-27.5112,149.0864,38,7.3
-29.3573,152.8415,78,15.8
-29.4094,152.6982,78,16.1
-29.4351,152.7463,59,6.8
-29.5586,152.8331,80,24.2
-29.5661,152.8211,46,20.4
-29.5841,152.8177,61,25.9
-29.7171,152.5361,68,9.8
-29.7537,152.72,50,12.7
-29.7553,152.7303,67,15.6
-29.7981,152.5246,69,10.6
-29.8027,152.5555,72,11.9
-29.8288,152.731,74,12.2
-29.8304,152.7413,74,12.5
-29.8118,152.5538,77,15.4
-29.8983,152.9514,39,15
-29.8998,152.9617,82,35.7
-29.9013,152.9721,50,35.7
-29.9043,152.9927,89,76.2
-29.9059,153.0031,74,51.2
-29.9135,152.9956,84,22.8
-29.915,153.006,80,20.2
-29.9165,152.9526,61,21.7
-29.918,152.9629,68,29.1
-29.9195,152.9733,92,42.2
-29.9225,152.9939,91,40.4
-29.924,153.0043,90,37.2
-29.9255,153.0146,85,25.3
-29.9449,152.894,57,6.7
-29.2161,148.3268,79,26.8
-29.2188,148.3416,81,32.1
-30.0288,152.776,77,15.3
-30.0303,152.7863,89,35.6
-30.0393,152.7846,84,24.1
-30.0408,152.7949,52,9.8
-30.8782,152.4213,86,28.3
-30.9334,152.7973,86,26.9
-30.8857,152.4091,39,11.2
-30.9424,152.7956,78,16
-30.944,152.8061,77,15.1
-30.9112,152.3934,28,7.6
-30.9368,152.3824,49,13.5
-31.0504,152.6505,45,15.1
-31.1304,152.952,48,7.8
-31.15,152.9591,41,8
-31.1465,152.6792,45,5.6
-31.1481,152.6897,69,10.9
-31.289,152.5853,61,7.8
-31.2906,152.5958,82,21.9
-31.3101,152.6028,92,41.8
-31.3176,152.5905,19,5.5
-31.3191,152.601,76,13.8
-31.4182,152.5909,58,6.6
-31.4961,152.494,84,25.1
-31.4977,152.5045,60,7.5
-31.5356,152.6378,60,8
-31.5431,152.6255,96,63.3
-31.5446,152.636,93,50.7
-29.1528,152.8293,46,6.8
-29.1544,152.8395,75,89.7
-29.1559,152.8498,75,178.6
-29.1574,152.86,58,13.5
-29.165,152.9113,33,33.8
-29.1725,152.8993,94,51.4
-29.174,152.9096,89,48.7
-29.1815,152.8976,69,19.8
-29.3062,153.0576,34,21
-29.3093,153.0781,52,26.4
-29.3332,152.8038,76,13.7
-29.3542,152.821,84,31.8
-29.3558,152.8312,91,40.3
-30.913,152.4682,20,8.3
-30.9127,152.4039,67,13.4
-37.1597,149.9008,53,7.6
-36.4518,150.0358,50,7.2
-37.1863,149.9003,51,12.1
-11.2141,132.3666,65,26.2
-14.6634,131.5946,87,52.2
-11.3633,130.9643,69,14.4
-11.3725,130.9629,42,7.4
-11.3792,130.8367,63,12.5
-11.4066,130.892,85,28.9
-11.4081,130.9016,59,12.5
-11.4173,130.9002,75,23.4
-11.4265,130.8988,38,16.5
-11.4343,130.8877,52,10.5
-11.4357,130.8973,79,22.2
-12.9059,141.8305,79,133.5
-12.91,141.8669,30,56.5
-11.4576,130.8545,76,14.4
-11.459,130.8641,44,8
-12.9227,141.6851,55,91.6
-12.9113,141.8242,52,75.2
-12.9289,141.6788,73,121.2
-12.123,134.7516,53,9.8
-12.1803,134.5289,34,9.5
-12.3102,135.0863,59,9.9
-12.3179,134.6903,70,13
-12.3193,134.7009,79,20
-12.329,134.6996,45,7.9
-12.2509,134.0001,82,21.8
-12.2523,134.01,67,15.1
-12.271,134.0074,64,10.1
-12.2724,134.0173,67,8.7
-12.2465,133.5193,100,151.3
-12.2479,133.5289,100,102.6
-12.2557,133.5181,95,59.1
-12.2571,133.5276,100,109.5
-12.2584,133.5372,70,14.8
-12.2649,133.5168,83,25.3
-12.2662,133.5262,81,21.1
-12.2676,133.5358,64,8.8
-12.269,133.5454,72,12.3
-12.6361,135.6142,54,9
-12.6377,135.6264,46,8
-12.4751,133.1878,76,13.1
-12.4764,133.1972,67,9.5
-12.4842,133.1865,68,9.8
-12.2755,131.15,65,12.5
-12.2831,131.1392,68,8.8
-12.2846,131.1486,80,17.8
-12.5577,132.3617,43,9.6
-12.5591,132.3708,90,35.4
-12.5681,132.3695,75,22
-12.5694,132.3786,92,43.6
-12.5784,132.3773,36,12.8
-12.8467,134.248,67,10.4
-12.8481,134.2583,90,45
-12.5765,131.9888,81,18.2
-12.5779,131.998,79,16
-12.7821,132.9528,73,17.8
-12.7835,132.9622,100,137.7
-12.7848,132.9714,92,42.1
-12.7333,132.4916,93,47.2
-12.7346,132.5007,80,19.2
-12.8391,132.9667,57,10.9
-12.8482,132.9653,20,8.3
-12.6473,131.0485,71,12
-12.6487,131.0579,47,6.4
-13.2022,134.6096,78,20.1
-13.2037,134.6204,83,26.7
-13.2052,134.6313,79,18.6
-13.2054,134.6138,83,29.3
-13.2068,134.6246,80,22.7
-13.2083,134.6355,79,21.8
-13.2097,134.6463,55,6.4
-13.0074,132.9865,52,7.6
-13.7238,136.2311,47,11.1
-14.1221,136.4874,52,14.6
-14.1239,136.5019,72,28.8
-14.1333,136.4861,78,36.8
-14.1352,136.5007,46,18.7
-13.5147,131.4871,68,8.1
-13.6629,130.3339,61,17.8
-14.5647,135.4907,57,11.6
-14.5663,135.5035,66,15.7
-13.831,129.8803,49,10.3
-13.8326,129.8904,89,44.3
-14.0275,130.6757,82,22.1
-14.0381,130.6838,42,12
-14.4396,133.1607,61,7.1
-14.441,133.1704,70,11.3
-14.4328,132.9163,47,7.1
-14.4369,132.9449,62,8.7
-14.5324,133.1013,70,9.7
-14.7633,134.6144,65,10.6
-14.1601,130.2175,96,60.3
-14.1616,130.2273,96,63.7
-14.1631,130.2371,83,23.6
-14.1693,130.216,75,15.2
-14.1708,130.2258,82,22.8
-14.1724,130.2357,28,6
-14.6263,133.1807,55,8
-14.6277,133.1904,74,14.5
-14.6291,133.2002,43,6.3
-14.6318,133.2198,76,15.7
-14.3015,130.7756,45,8.3
-14.303,130.785,71,13.2
-14.3117,130.7869,48,6.8
-14.3207,130.7855,52,7.1
-14.3365,130.7058,80,18.5
-14.338,130.7153,78,16.1
-14.347,130.7139,62,6.6
-14.3743,130.7096,85,28.1
-14.3757,130.7189,60,7.2
-14.5384,131.6202,65,8.6
-14.5538,131.4764,59,6.1
-14.3354,129.9129,100,105.4
-14.337,129.9229,94,52.9
-14.6321,131.6936,75,14.6
-14.6384,131.6738,53,14.6
-14.6925,132.0429,52,8
-14.6939,132.0521,61,9.6
-14.6446,131.654,73,9.7
-14.7015,132.0415,95,48.3
-14.7029,132.0508,98,66
-14.7042,132.06,60,10.2
-14.64,131.5605,98,66
-14.6413,131.5697,44,12.1
-14.6536,131.6526,53,10.8
-14.655,131.6619,81,23.3
-14.6489,131.5591,100,138
-14.6503,131.5683,100,226.2
-14.6517,131.5776,100,178.7
-14.653,131.5868,100,73.5
-14.6653,131.6697,45,20.4
-14.6607,131.5762,75,34.1
-14.662,131.5854,83,49.9
-14.6765,131.6209,93,55.9
-14.6778,131.6301,97,60
-14.5405,130.6514,59,12.2
-14.5419,130.6609,89,34.2
-14.6882,131.638,69,27.1
-14.6895,131.6472,100,73.4
-14.6909,131.6564,100,121.8
-14.6922,131.6656,96,53.8
-14.5539,130.6783,25,8.9
-14.6411,130.7072,90,39.2
-14.6468,130.7449,65,9.4
-14.6559,130.7435,55,12.4
-14.6723,130.7345,53,13.8
-14.6799,130.7236,56,9.8
-14.689,130.7222,89,36.4
-14.6904,130.7316,71,14.8
-14.7596,130.7594,56,8.1
-15.687,137.04,89,86.2
-15.7131,137.0542,39,55.4
-15.7063,137.0487,36,45.7
-15.7183,137.0472,72,41.3
-15.5512,131.3108,50,6.4
-16.6523,142.0221,72,161.9
-16.6566,142.0647,66,210
-16.6697,142.1942,32,111.6
-16.5928,142.1507,39,76.8
-15.0942,129.8264,87,36.6
-15.0958,129.8363,82,27.1
-15.1082,129.9157,72,15
-15.1035,129.8248,97,71.6
-15.1051,129.8349,93,55.1
-16.652,142.0151,24,90.2
-16.656,142.0577,87,262.6
-16.6682,142.1873,77,146.3
-16.6737,142.0559,52,130.4
-15.1593,129.8156,75,16.9
-16.7269,142.0509,67,112.9
-15.2712,130.372,68,23.7
-15.2759,130.3419,54,18.7
-15.2774,130.3514,28,17.3
-15.2847,130.3993,80,19.8
-15.2865,130.35,37,8.9
-15.288,130.3596,43,9.5
-16.7269,142.0458,74,117.3
-15.3775,130.8876,76,14.4
-15.406,130.8927,32,9.5
-15.4136,130.8819,65,11.9
-15.4332,131.0125,100,183.5
-15.4346,131.0219,100,358
