latitude,longitude,confidence,frp
-35.7663,149.6211,38,8.4
-12.4163,130.9964,75,25.9
-12.711,132.6394,68,39.7
-12.8108,132.0917,61,16.6
-12.9567,130.8424,79,35
-12.9587,130.8577,90,71
-12.9701,130.8561,79,33.4
-13.0096,130.2795,85,59.3
-13.2316,130.8499,95,110.6
-13.2432,130.8486,81,53.2
-13.2451,130.8641,85,56.5
-13.2598,130.7072,74,30.1
-13.2618,130.7222,62,24.2
-13.2696,130.7827,63,35.1
-13.3285,130.8006,73,37
-13.3724,130.7796,50,22.3
-13.7588,130.6833,60,20.1
-11.2929,132.254,60,25.7
-11.2949,132.248,77,30.8
-11.3183,132.1346,0,15.8
-11.6536,132.8362,70,28.9
-11.6485,132.795,83,64.2
-11.6747,132.792,66,45.1
-12.3088,134.9196,65,42.3
-12.323,134.9439,39,38
-12.5213,134.0374,56,46.4
-12.5222,134.0304,31,28.6
-14.6985,126.5999,31,8.9
-15.9776,136.1805,97,568.9
-15.982,136.2245,86,288.6
-15.9955,136.1785,86,278.7
-15.9999,136.2224,75,154
-15.976,136.1738,90,378.7
-15.9801,136.2179,89,357.5
-15.9939,136.1719,85,268.5
-15.998,136.2158,82,224.5
-15.7283,128.2878,47,10.5
-15.7398,128.2983,46,15.8
-15.7298,128.2997,49,13.2
-13.9892,130.783,87,63
-13.9912,130.7989,70,37.2
-14.0007,130.7816,37,27.1
-14.0935,130.7004,70,43
-14.0955,130.7158,68,37.1
-14.1036,130.7782,91,83.1
-14.1057,130.7946,75,32.5
-14.102,130.7885,46,16.6
-14.104,130.7083,69,47
-14.1116,130.7704,52,26.5
-14.1136,130.7868,84,59.9
-14.026,126.7235,61,9.8
-14.5716,126.6155,42,12.9
-14.578,126.5952,37,8.8
-14.6326,126.5871,76,14
-14.634,126.5966,84,24.3
-14.6516,126.5972,78,16
-14.6529,126.6067,82,21.2
-14.6543,126.6162,63,15.5
-14.6749,126.5647,100,85.3
-14.6762,126.5741,76,16.4
-14.6826,126.5539,100,78.5
-14.684,126.5634,100,123.1
-14.6853,126.5728,95,52.1
-14.6867,126.5822,93,44
-14.688,126.5918,80,17.4
-14.6894,126.6013,70,11.5
-14.6917,126.5525,87,33.7
-14.693,126.5619,100,113.2
-14.6958,126.5809,100,105.7
-14.6971,126.5904,100,149.2
-17.1518,125.368,45,13.2
-17.1504,125.3586,54,14.1
-17.1594,125.3572,83,24
-17.1608,125.3666,68,13.7
-17.1684,125.3558,53,9.4
-17.2454,125.4429,77,19
-17.2467,125.4523,49,8.8
-21.0904,120.331,69,18.4
-25.4967,122.0604,57,5.8
-25.4983,122.0705,75,14.4
-25.4998,122.0805,93,46.1
-25.5014,122.0906,70,10.8
-30.1974,152.492,31,52.6
-30.2831,152.5379,26,57.2
-30.16,152.3488,46,54.4
-30.1628,152.3066,32,33.6
-30.1471,152.304,85,148.5
-30.1082,152.1614,30,93.2
-30.1373,152.2957,68,92.9
-30.1153,152.1534,42,100.1
-30.074,152.2886,100,590.8
-30.8305,152.0346,81,133.2
-30.076,152.2579,91,242.1
-30.065,152.2855,91,249.2
-30.0673,152.254,81,113.9
-29.734,152.417,66,112.6
-29.7209,152.4423,38,59.2
-29.7233,152.4088,88,203.5
-30.3191,152.2583,58,66.3
-30.2136,152.6331,80,122.6
-30.823,152.0256,88,219
-30.2416,152.2175,63,33.8
-30.2187,152.6293,50,107.4
-30.2494,152.2139,24,22.2
-28.9841,152.5011,64,97.4
-26.2302,150.9024,70,80.9
-26.2347,150.9072,67,72.8
-26.2789,150.9896,48,36.7
-26.2681,150.9961,58,43.6
-26.2847,150.9974,37,33.2
-26.3916,150.6861,20,69.2
-26.4086,150.6873,44,76.5
-26.3777,150.6897,62,101.4
-26.5763,152.4993,55,36.8
-26.8674,152.2263,51,42.3
-28.4441,152.3166,81,101.8
-28.4417,152.3495,63,59.3
-28.621,151.8927,37,24.8
-28.9653,152.3969,48,91.1
-28.9601,152.401,44,82.8
-29.0007,152.2729,50,91.2
-28.9819,152.5316,36,60.7
-28.9996,152.5024,47,94.7
-29.046,152.5055,87,147.9
-29.0436,152.5376,86,147.7
-29.0424,152.5123,89,173
-29.0401,152.5444,81,101.3
-29.1141,152.3862,58,152.6
-22.6625,150.4952,76,90.7
-25.9309,150.9427,57,52.3
-25.9837,150.9078,63,64.9
-25.9336,150.9047,52,39.1
-25.925,150.9349,55,49.8
-22.7614,150.6634,27,35.7
-22.7644,150.6274,58,52.2
-22.705,150.6509,40,65.9
-22.6887,150.6493,96,402.8
-22.6918,150.6131,71,95.9
-22.6754,150.6113,91,270.3
-22.668,150.4999,77,98.9
-31.7948,148.4911,71,43.1
-31.8005,148.4882,71,47.1
-19.608,143.9969,78,105.4
-19.5932,143.9937,94,270.1
-19.62,144.0047,23,36.1
-19.6052,144.0013,86,157.5
-19.5903,143.9982,96,313.9
-19.6025,144.0254,63,57.1
-19.5877,144.022,78,101.1
-18.1385,144.7884,77,131.7
-18.1457,144.7532,39,75.7
-18.1496,144.7859,80,136
-18.1334,144.7826,68,97.1
-17.2161,145.1408,50,54
-17.2235,145.1037,57,60.1
-17.2147,145.136,26,45.6
-17.1975,143.113,91,178.7
-17.1828,143.1099,86,125
-17.1988,143.1087,87,137.6
-17.1842,143.1057,81,114.3
-17.1644,143.1303,95,247.9
-17.1696,143.1026,89,152.2
-17.1497,143.1273,92,200.6
-17.1549,143.0996,58,91.3
-17.135,143.1243,66,104.9
-17.1203,143.1213,100,747.7
-17.1256,143.0936,93,224
-17.1056,143.1183,99,349.4
-17.0909,143.1153,70,143.6
-17.0962,143.0876,64,132.5
-17.1347,143.1163,43,109.4
-17.1149,143.141,66,145.4
-17.1201,143.1132,100,798.5
-17.1054,143.1102,92,248.9
-17.0907,143.1072,90,257.6
-17.0683,142.9044,77,77.7
-17.0331,143.0095,100,485.5
-17.0383,142.9823,97,245.8
-17.0538,142.9014,100,878.3
-17.0589,142.8747,87,118.1
-17.0185,143.0066,100,577.9
-17.0238,142.9794,100,325.4
-17.0393,142.8985,96,232.8
-17.0685,142.8997,81,74.3
-17.034,143.005,100,474.2
-17.0391,142.9778,93,175.9
-17.049,142.9236,84,89.8
-17.054,142.8967,100,928
-17.0194,143.002,100,633.9
-17.0245,142.9747,98,263.7
-17.0395,142.8937,92,169.3
-16.9997,143.0264,47,43.6
-17.0048,142.999,100,1010.6
-17.0099,142.9717,100,374.3
-16.9902,142.996,67,139.2
-16.9714,142.9357,48,143.5
-16.9765,142.9088,83,182.5
-16.9816,142.8819,56,130.4
-16.9568,142.9327,89,170.7
-16.9702,142.9275,76,175.2
-16.9752,142.9006,98,304.6
-16.9557,142.9245,78,152.2
-16.9607,142.8976,29,73.2
-16.9322,142.8085,65,44
-16.8455,142.786,49,41.7
-17.4384,138.827,51,13.1
-16.0225,144.4775,45,66.9
-16.0062,144.4726,71,138.5
-15.98,144.4304,76,154.9
-15.9743,144.422,59,107.1
-16.0252,136.3746,70,20.6
-16.0237,136.3848,94,54.2
-16.0331,136.3864,85,30.2
-15.9984,136.6796,91,45.5
-15.9968,136.6901,99,74.6
-15.9952,136.7007,81,27.3
-13.8109,134.1732,88,29.5
-13.8199,134.1746,74,19
-13.8172,134.193,95,46
-13.8159,134.2023,75,23.8
-16.0019,136.6868,100,227.4
-16.0003,136.6974,100,92.2
-16.2152,136.5627,89,38.3
-16.2136,136.5731,100,132
-16.2231,136.5747,91,41.6
-16.261,136.5172,57,9.8
-16.2531,136.5691,24,17.9
-16.2642,136.5603,47,22.6
-16.2626,136.5707,92,43.7
-16.2736,136.5618,61,17.9
-16.3557,136.4963,48,15.2
-16.3651,136.4978,68,20.5
-16.3636,136.5082,46,16.2
-16.3714,136.5202,99,71.4
-16.3698,136.5305,89,39.9
-16.3808,136.5217,71,19.8
-16.3903,136.5233,34,11.2
-16.3964,136.5204,62,18.9
-16.4059,136.522,73,21.4
-15.5097,142.1243,44,41.1
-15.5052,142.1494,49,38.4
-15.5193,142.1521,92,162.1
-15.5214,142.1573,96,227.9
-15.5684,142.1405,18,96.6
-15.5966,142.1461,64,159
-15.7438,142.1877,45,30.2
-16.5668,139.2203,0,68.4
-13.8543,134.2554,69,13.1
-13.8173,136.7078,75,100.5
-13.8323,136.676,93,62.6
-13.8306,136.6871,77,26.9
-13.8288,136.6983,62,22.6
-13.8271,136.7094,65,39.5
-13.8404,136.6888,46,13.2
-14.2922,135.0389,66,10.9
-14.2953,135.508,25,8.9
-14.2939,135.5178,95,57.4
-14.2909,135.5374,91,44.7
-14.3002,135.5389,52,21.5
-14.2987,135.5487,56,19.7
-14.3094,135.5404,81,31.3
-14.3216,135.5222,39,11.6
-14.4457,135.0561,62,9.1
-13.1741,142.8464,92,231.8
-13.1828,142.8528,88,164.1
-14.8998,133.4353,82,21.9
-15.7608,128.2685,64,27.2
-15.7586,128.2866,69,30.3
-15.7625,128.2734,56,24
-15.3705,134.1959,100,130.4
-15.3692,134.2052,100,167.4
-15.3782,134.2066,61,12
-17.0675,125.2384,78,124.8
-17.0766,125.2471,76,111.2
-17.1624,125.3551,82,146.7
-17.1781,125.3577,72,87.6
-17.1554,125.3586,73,96
-17.1742,125.3293,70,79.8
-17.1712,125.3608,82,148.2
-14.515,144.2939,33,71
-17.2538,125.4438,11,36.7
-14.5191,144.3023,73,161.6
-15.9891,136.1707,46,28
-15.9844,136.2009,95,44.9
-15.9938,136.2024,77,29.9
-15.9922,136.2126,92,37
-15.9876,136.2429,45,18.9
-16.0031,136.2039,66,27
-15.9969,136.2445,48,15.1
-16.011,136.278,72,12.3
-13.2292,130.7465,65,22.6
-13.2315,130.805,57,20.7
-12.4294,136.4156,66,13.5
-13.2414,130.8063,96,77
-13.2453,130.8524,45,17.1
-13.2464,130.8465,53,27.5
-13.2666,130.7685,98,80.1
-13.2651,130.78,87,47.4
-13.2578,130.8366,53,17.5
-13.2563,130.8479,92,55.1
-13.2549,130.8591,100,241.1
-13.2534,130.8705,100,194.5
-13.2633,130.8718,85,38
-13.2618,130.8832,71,27.1
-13.2603,130.8945,66,20.7
-13.3035,130.7968,43,16.8
-13.3234,130.7996,100,105
-13.3333,130.8008,55,28.2
-12.6099,136.572,61,15.2
-12.6082,136.5833,75,22.7
-12.609,136.5775,85,38.3
-13.456,131.1035,68,14.7
-12.9327,134.8297,84,23.9
-12.6992,136.3866,62,14.8
-12.9087,136.0262,87,37.8
-12.9071,136.0367,87,37.3
-12.9039,136.0577,27,16
-12.9167,136.0383,61,21.7
-12.9066,136.2989,85,37
-12.905,136.3096,77,24.2
-12.9163,136.3004,81,31.6
-12.9147,136.3112,85,40.6
-13.7587,130.6671,87,42.7
-13.7572,130.6788,84,37.3
-13.027,136.1169,42,12.8
-13.0382,136.1079,82,31.9
-13.0366,136.1185,100,102.2
-13.0481,136.1259,50,13.5
-13.9929,130.7482,31,13.9
-13.9913,130.7596,87,44.4
-13.9898,130.7712,89,46
-13.9883,130.7827,98,83.7
-13.9867,130.7943,94,62.1
-13.991,130.7533,73,33.1
-13.9896,130.7648,76,38.7
-13.9881,130.7764,100,102.9
-13.9866,130.7879,100,107.9
-14.0011,130.7546,61,26.4
-13.9996,130.7661,58,26.5
-13.9967,130.7893,63,22.1
-13.9952,130.8009,84,40.2
-14.5797,126.6127,40,36
-14.6016,126.6648,51,37.4
-14.5989,126.6882,71,55.5
-14.5743,126.5946,46,30.8
-13.5902,134.363,50,7.5
-14.5882,126.5965,63,44.9
-14.0968,130.7266,62,19.1
-13.5992,134.3644,75,14.2
-14.5941,126.6706,78,63.6
-14.11,130.7041,72,21.5
-14.1084,130.7161,62,20
-14.1068,130.7283,73,29.7
-14.1053,130.7404,91,51.6
-13.6123,134.338,75,13.4
-14.1169,130.7298,67,26
-14.1154,130.7418,97,81.6
-14.1139,130.7534,48,16.1
-14.1124,130.765,97,78.1
-14.1109,130.7764,95,67.4
-14.1094,130.7878,74,21
-14.6326,126.5784,41,31.1
-14.1224,130.7664,92,60.8
-14.1209,130.778,95,72.5
-13.4581,135.5711,78,24.1
-14.68,126.5351,94,188.4
-14.6772,126.5594,38,55.3
-14.6844,126.5405,97,228.9
-12.4448,134.2012,56,9.8
-12.3186,134.9312,100,69.5
-12.3094,134.9298,100,78.3
-12.3108,134.9202,94,47.8
-12.2407,134.9035,70,11.2
-12.2843,134.6091,78,17.1
-12.2258,134.9405,100,78.1
-12.2486,134.7875,76,35.2
-12.25,134.778,92,48.9
-12.2166,134.9391,77,14.6
-12.2408,134.7766,79,24.4
-12.2535,134.6912,58,10.4
-12.2447,134.693,82,24.7
-12.246,134.6835,45,10.2
-12.4849,133.0229,100,152.2
-12.4862,133.0137,98,64.4
-12.2188,134.8056,100,113.4
-12.2202,134.7961,97,62.4
-12.4772,133.0123,73,17.6
-12.6592,131.2814,75,18.8
-12.6606,131.2709,96,62.1
-12.651,131.2696,90,40
-12.0016,135.5913,88,38.9
-12.0031,135.5811,42,8.5
-12.1631,134.4343,92,44.3
-12.1645,134.425,90,36.6
-11.9716,135.597,0,30.3
-12.6652,130.7004,56,16.1
-11.9228,135.7901,90,38
-11.9244,135.7797,82,27.9
-12.2486,133.5252,57,9.3
-12.2728,133.0919,70,12.8
-12.2471,133.0787,91,35.4
-12.2484,133.0695,100,181
-12.2497,133.0603,100,128.8
-12.2394,133.0682,100,117.9
-12.2407,133.059,100,122.1
-12.4121,131.0011,72,12.1
-11.6931,132.7757,61,12.4
-11.6815,132.7928,82,18.9
-11.6828,132.7836,82,16.6
-11.666,132.8375,93,32.4
-11.6673,132.8283,100,169
-11.6686,132.8191,97,51.7
-12.3222,134.8437,73,12.2
-12.3036,134.9231,79,18.6
-12.3149,134.8465,83,20.6
-11.3407,132.1378,0,19.5
-11.648,130.7619,100,90.1
-11.4556,132.1699,66,15.8
-11.4543,132.1793,42,10.3
-11.6441,132.7967,50,7.8
-11.6518,132.8072,72,11.3
-11.6569,132.8362,86,15
-12.3163,134.8369,87,26.8
-12.2221,135.4111,77,20.7
-12.3057,134.8451,62,9.5
-12.3071,134.8355,87,28.4
-12.7667,131.5988,68,11.2
-12.2782,134.8408,99,67.2
-12.2796,134.8313,84,25.3
-12.269,134.8394,100,73.1
-12.2704,134.8299,82,23.7
-12.8441,130.6565,86,41.8
-12.8456,130.645,42,16.3
-12.1369,135.5938,80,25.6
-12.2516,135.5036,93,49.8
-12.9968,130.2646,100,214.9
-12.9952,130.2767,100,337.2
-12.4845,133.9906,74,18.6
-12.4832,133.9998,78,20.7
-12.4578,134.1749,100,79.5
-12.261,135.5051,75,17.7
-13.0055,130.2781,95,85.2
-12.4935,133.992,100,75.9
-12.4922,134.0012,100,72.3
-12.4909,134.0104,81,21.2
-12.4682,134.167,76,20.7
-12.4668,134.1762,86,25.7
-13.0157,130.2795,100,170.8
-13.0141,130.2916,100,959.2
-13.0125,130.3036,100,112.9
-12.5012,134.0026,65,15.9
-12.4772,134.1684,96,48.6
-12.4759,134.1776,100,77.3
-12.4745,134.1868,39,9.6
-13.0259,130.2809,69,30.5
-13.0243,130.293,86,54.5
-12.9515,130.8381,63,25.1
-12.4849,134.179,88,27.7
-12.4836,134.1882,100,73.8
-12.9614,130.8395,41,13.3
-12.9599,130.8507,78,19.7
-12.9584,130.8618,74,17.5
-12.7146,132.6317,63,15.7
-12.7041,132.7069,77,17.2
-12.5139,134.0421,63,13.4
-12.5229,134.0435,93,41.2
-12.4047,134.8564,46,8.6
-12.8063,132.0948,87,28.9
-12.5154,134.1619,57,8.4
-12.8155,132.0961,83,22.1
-12.2072,136.8003,0,20.8
-12.2062,136.7937,62,16.7
-12.5927,134.3214,47,12.1
-12.2163,136.7954,29,11.2
-12.2145,136.8072,65,22.7
-12.8279,132.7372,81,23.9
-12.6031,134.3135,24,9.4
-12.6018,134.3228,64,13.7
-12.4283,135.6164,61,16
-12.2855,136.6164,56,15.5
-12.2837,136.628,100,148.5
-12.4532,135.5788,97,64.1
-12.4627,135.5803,99,71.7
-13.1571,130.8224,100,94.9
-13.1556,130.8336,78,22.8
-13.1591,130.8178,95,62.6
-13.1576,130.8289,100,89
-13.1923,130.718,100,141.5
-13.1908,130.7295,100,125.1
-13.2008,130.7308,90,53.6
-13.1993,130.7424,86,39.5
-12.5758,135.1883,68,10
-12.5851,135.1898,56,10.6
-12.4962,135.7804,69,14.1
-12.4947,135.7907,76,26.1
-11.6495,130.751,100,496.3
-11.0908,132.5469,91,33.3
-11.2823,132.2287,76,12.8
-11.2796,132.2475,97,58.1
-11.2783,132.2568,94,49.6
-11.277,132.2662,73,23.5
-11.2888,132.2488,70,19.7
-11.2992,132.2407,100,82.9
-11.2979,132.2501,81,21.4
-11.3316,132.1364,0,74.1
-34.8092,117.6312,76,15.7
-31.7684,116.4204,70,14.4
-31.7663,116.4326,67,13
-32.2047,115.9305,75,15.3
-32.5835,116.4447,72,14.1
-32.5815,116.4568,78,20.5
-32.5847,116.4505,82,33.4
-32.5922,116.4648,57,19.4
-30.8267,152.0391,68,12.8
-30.8154,152.0503,86,17.8
-30.8169,152.0381,80,15.3
-30.8056,152.049,100,30
-30.8071,152.0361,100,40
-30.2896,152.5307,25,14.6
-30.2729,152.5866,89,27
-30.2744,152.5752,75,22.2
-30.2801,152.5291,99,33.3
-30.2635,152.5849,20,10
-30.2649,152.5735,58,16.8
-30.2955,152.2451,15,11.4
-30.2859,152.2433,36,10.7
-30.2228,152.6427,100,77.8
-30.2242,152.6311,0,21.1
-30.2257,152.6196,0,23.8
-30.2272,152.608,98,72.1
-30.2286,152.5965,16,19.5
-30.233,152.562,100,31.8
-30.2344,152.5507,89,41.7
-30.2359,152.5392,76,31.2
-30.2119,152.6522,100,46.7
-30.2133,152.6409,83,29.8
-30.2025,152.6504,100,44.6
-30.2039,152.6391,28,14.9
-30.2054,152.6275,98,38.4
-30.2069,152.6159,100,54.4
-30.2083,152.6046,100,59.8
-30.2097,152.5934,52,11
-30.2451,152.2309,74,15.1
-30.1994,152.5213,31,9.6
-30.1723,152.5047,97,21.7
-30.1738,152.4932,75,16.1
-30.1752,152.4818,100,46.6
-30.1766,152.4704,67,14
-30.1741,152.4118,96,22.5
-30.2015,152.1863,87,25.9
-30.1695,152.4167,73,13.9
-30.1484,152.3522,21,10.4
-30.1734,152.1508,15,13.2
-30.1389,152.3508,100,52
-30.1404,152.3384,100,50.7
-30.1638,152.1488,52,29.1
-30.1308,152.3372,100,66.2
-30.1324,152.3244,100,66.7
-30.1338,152.3126,64,13.5
-30.1353,152.3004,57,10.6
-30.1213,152.3351,100,150.2
-30.1228,152.3229,100,303.1
-30.1243,152.3107,100,39.7
-30.1258,152.2987,91,18.5
-30.0964,152.1936,62,31.3
-30.0979,152.1817,45,25.3
-30.0994,152.1698,88,51.9
-30.1008,152.1581,61,37.8
-30.0839,152.2156,27,10.8
-30.0883,152.1799,19,11.2
-30.0685,152.2609,21,11.9
-30.0699,152.2493,44,16.8
-30.0728,152.2257,17,13.7
-30.056,152.2823,54,26.1
-30.0589,152.2593,84,39.1
-30.0603,152.2476,100,57.5
-30.0451,152.2916,64,38.7
-31.7447,151.9125,100,39.1
-30.0465,152.2807,0,27.7
-30.0341,152.302,86,33.4
-30.0355,152.2905,88,32.9
-30.0244,152.3009,78,14.1
-30.0259,152.289,49,8.6
-30.8947,152.3906,36,7.8
-30.8961,152.3797,66,11.1
-31.7295,151.8688,37,9.5
-29.0355,152.5457,77,14.6
-29.034,152.5568,100,28.2
-28.9806,152.5252,91,17.5
-29.7592,152.4621,100,22.7
-29.7344,152.5049,38,7.5
-29.7358,152.4938,87,17.8
-29.7373,152.4819,89,19.8
-29.7388,152.4702,100,44.4
-29.7336,152.4341,29,10.2
-29.7241,152.4324,92,24.3
-29.7255,152.4212,100,30.7
-29.716,152.4194,65,17.5
-29.7127,152.4131,95,19.7
-29.6942,152.4818,50,8.5
-29.7031,152.4117,91,28.2
-29.6936,152.4102,30,10.9
-29.5722,153.2737,56,11.7
-29.5765,153.2412,40,8.6
-29.6826,152.4205,58,11
-29.6841,152.4086,33,8.5
-29.5588,153.3042,100,137.2
-29.5602,153.2934,79,32.2
-29.5702,153.2181,66,12.8
-29.5716,153.2072,56,9.8
-29.5213,153.2315,48,19.1
-29.5139,153.2349,27,7.4
-29.3237,152.4406,50,8.3
-29.1175,152.3946,19,19.5
-29.1204,152.3715,99,26.4
-29.1219,152.3599,19,7.7
-29.1124,152.3583,96,20.4
-29.09,152.4596,94,18.6
-29.0914,152.4485,42,18.4
-29.0929,152.4372,70,24.1
-29.0807,152.4577,100,227.3
-29.0821,152.4466,49,18.7
-29.0713,152.4558,50,19.5
-29.0727,152.4447,100,25.9
-29.0881,152.3211,99,22.3
-29.0895,152.3099,8,9.6
-29.0671,152.449,100,35.5
-29.0685,152.4381,100,35.8
-29.07,152.4269,100,27.7
-29.0843,152.3148,65,14.8
-29.0434,152.5584,39,7.7
-29.0448,152.5474,100,37.5
-29.0463,152.5362,71,11.1
-29.0477,152.5251,84,14.4
-29.0491,152.5141,100,49.3
-29.0506,152.5029,91,17.2
-29.052,152.4918,100,23.5
-29.0534,152.4807,100,52.7
-29.0548,152.4697,100,42.4
-29.0562,152.4588,100,47.6
-29.0577,152.4477,100,29.7
-29.0591,152.4365,100,42.1
-29.0606,152.4247,100,41.4
-29.0621,152.4131,66,13.2
-28.9792,152.5363,94,18.9
-28.9998,152.4493,90,21.3
-28.997,152.4711,62,19.7
-28.9955,152.4827,100,36.2
-28.9941,152.4941,100,27.8
-28.9927,152.5049,63,12
-29.0106,152.4398,54,10.9
-29.0092,152.4507,77,21
-29.0749,152.3132,41,13.9
-29.0078,152.4614,54,17
-29.0654,152.3114,48,19.3
-29.0513,152.4227,75,11.2
-29.044,152.4794,90,15.6
-29.0426,152.4904,89,15.4
-29.0412,152.5014,100,47.7
-29.0397,152.5125,100,37.9
-29.0383,152.5236,100,21.5
-26.5675,152.4986,46,6.8
-26.5767,152.5001,91,16.5
-26.5753,152.5104,42,6.8
-26.8485,152.2375,43,11.9
-26.7762,153.0594,53,7.3
-28.1257,153.1197,55,7.9
-28.1582,153.1422,50,16.3
-28.1673,153.1439,41,9.5
-28.1646,153.1647,10,12.5
-28.1982,153.1924,23,10.8
-28.4204,152.3448,100,43.9
-28.4298,152.3461,87,33.1
-28.4284,152.3573,58,22.6
-28.6122,151.8898,100,33.3
-28.6108,151.9017,100,46.4
-28.6218,151.8913,100,32.6
-28.6204,151.9031,51,9.8
-28.6285,151.9164,100,103.2
-28.6271,151.9281,84,17
-28.9562,152.2991,94,19.9
-28.9548,152.3106,29,10.7
-28.9701,152.2661,11,8
-28.9687,152.2772,97,21
-28.9672,152.2885,69,24.1
-28.9586,152.3565,32,13
-28.9572,152.3677,100,43
-28.9557,152.379,100,98.4
-28.9543,152.3902,100,112.6
-28.9529,152.4014,100,275.7
-28.9514,152.4126,100,142.7
-28.95,152.4237,100,134.4
-28.9444,152.468,89,15.9
-28.9795,152.2678,40,15.3
-28.9724,152.3242,43,21.6
-28.9694,152.3471,74,31
-28.968,152.3581,100,39.5
-28.9666,152.3694,100,68.1
-28.9652,152.3805,94,17.8
-28.9637,152.3917,60,10.3
-28.9623,152.403,100,49.7
-28.9609,152.4141,100,21.2
-28.9594,152.4252,100,37.3
-28.958,152.4365,98,19.9
-28.9538,152.4695,100,35.1
-28.989,152.2697,100,30.1
-28.9688,152.427,35,8
-28.9984,152.2715,100,27.1
-29.0034,152.2667,47,17.8
-28.9712,152.5236,100,22.7
-28.9698,152.5347,90,16.7
-28.9847,152.4925,76,21.4
-28.9833,152.5033,100,39.4
-28.982,152.5141,61,8.7
-26.3706,150.6978,100,34.6
-26.3821,150.687,28,10
-26.3353,150.7359,25,8.7
-26.2225,150.9101,94,22.7
-26.224,150.8982,24,8.8
-25.4277,152.1769,82,13.4
-23.3781,150.5856,76,13.2
-23.3796,150.5738,100,42.4
-26.3338,150.7482,26,8.7
-26.3721,150.6855,20,11.5
-22.6116,149.3795,11,10.4
-22.5421,150.2725,87,21.6
-22.5323,150.2711,68,11.2
-22.676,150.6569,25,11.1
-22.6678,150.6444,67,18.8
-22.6583,150.6429,24,14.5
-22.5855,149.3573,87,20.5
-22.5958,149.3588,89,24.2
-22.5942,149.3717,55,18.9
-22.5941,149.351,9,10
-22.5925,149.3643,66,17.4
-22.6028,149.3656,74,21
-19.5392,144.007,100,126.8
-19.5537,144.0092,98,84.4
-19.5682,144.0113,64,56
-19.3622,146.5033,13,15.6
-19.5563,143.9823,48,34.9
-16.9083,142.9198,48,42.6
-16.9477,142.9841,100,99.9
-16.9629,142.9857,100,103.7
-16.9454,142.9891,64,59.7
-16.9635,142.9613,64,58.8
-16.9605,142.9908,98,80.6
-16.9939,142.9646,14,29.8
-16.9818,143.082,63,31.7
-17.0064,142.9729,38,30.7
-16.9978,143.0612,30,29.8
-17.2136,145.1306,41,19.9
-17.2265,145.1319,100,145.2
-17.2242,145.1527,100,65.2
-18.117,144.8399,21,34.2
-18.112,144.846,80,45.7
-18.1278,144.8254,87,47.8
-19.5405,143.9747,64,37.5
-19.5378,144.0015,100,143
-19.5523,144.0036,100,107.6
-19.5668,144.0057,69,62.6
-19.5417,143.9802,94,75.5
-16.0159,144.4727,41,17.4
-15.9698,144.3989,36,29.6
-15.4439,142.0897,77,59.3
-14.039,143.1111,78,43.9
-14.0481,143.1335,23,18.3
-14.0512,143.1072,27,19.6
-14.0368,143.1055,10,19.3
-12.9188,141.6694,38,44.3
-30.8644,121.4979,76,50
-30.8621,121.4911,83,56.4
-13.9954,130.8032,92,25.6
-14.1127,130.7857,81,15.9
-14.1151,130.771,67,9.7
-14.1174,130.7566,86,18.2
-14.1197,130.7425,96,25.2
-14.1109,130.7271,91,21.3
-14.1131,130.7136,100,29.3
-14.1153,130.6998,88,19.4
-14.6439,126.6108,55,4.4
-14.6452,126.6016,76,7.8
-13.9931,130.8175,28,15.5
-13.9844,130.8013,100,46.7
-13.9734,130.7992,78,13.5
-13.9758,130.7848,57,9.4
-14.5685,126.6873,67,6.1
-14.5778,126.6226,51,3.9
-12.7997,132.0886,57,13.8
-12.8074,132.1024,90,35.4
-12.9697,130.3101,100,38.3
-15.9615,144.4398,34,13.6
-15.3329,141.778,100,71.6
-15.3302,141.7622,100,62
-13.1886,142.8807,62,13.6
-13.1863,142.8666,64,14.3
-12.9195,141.6714,82,29.3
-15.9913,144.4824,43,6.7
-15.9896,144.4718,35,6.3
-15.9794,144.4081,74,11.7
-15.9755,144.4044,47,15.2
-12.7623,143.3165,85,19.9
-12.7553,143.3119,57,13.7
-12.7576,143.3253,67,14.3
-13.0294,143.3224,44,9.3
-19.5037,143.9798,100,25.3
-19.3705,146.5175,92,15
-19.3692,146.5079,94,15.5
-19.3615,146.5189,53,9.2
-19.3601,146.5094,100,23
-19.3588,146.4998,95,16.1
-19.4263,147.0394,63,8
-18.1081,144.8567,81,25.8
-17.888,145.5228,46,8.3
-16.1997,136.5989,71,72.4
-16.1832,136.6024,77,79.5
-16.1759,136.5657,61,57.5
-16.1938,136.6048,82,100.7
-16.1867,136.5681,74,87.4
-17.1447,143.0671,41,7
-17.1426,143.0549,24,6.1
-17.1445,143.0603,58,8.8
-17.0876,143.0953,100,40.2
-17.0856,143.0832,72,11.4
-17.057,142.9109,67,10.5
-17.0775,143.0971,100,60.7
-17.0755,143.085,100,27.8
-17.0673,143.0989,95,21.4
-17.0302,142.8771,80,14
-17.0199,142.879,96,22.6
-17.0248,142.8849,54,9.5
-17.0287,142.974,84,16
-17.0266,142.9615,86,17
-17.0145,142.8868,96,21.8
-17.0124,142.8742,100,95
-17.0184,142.9758,90,19.1
-17.0164,142.9634,100,176.1
-17.0144,142.951,100,32.5
-17.0022,142.8761,100,231
-17.0001,142.8635,100,138.5
